Source,Target,Type,id,label,timeset,weight
17,29,Undirected,757,,,4.0
17,30,Undirected,758,,,4.0
17,31,Undirected,759,,,4.0
17,32,Undirected,760,,,4.0
17,33,Undirected,761,,,4.0
17,34,Undirected,762,,,4.0
17,35,Undirected,763,,,4.0
17,36,Undirected,764,,,4.0
17,37,Undirected,765,,,4.0
17,38,Undirected,766,,,4.0
17,39,Undirected,767,,,4.0
17,40,Undirected,768,,,4.0
17,41,Undirected,769,,,4.0
17,42,Undirected,770,,,4.0
17,43,Undirected,771,,,4.0
17,44,Undirected,772,,,4.0
17,45,Undirected,773,,,4.0
17,46,Undirected,774,,,4.0
17,47,Undirected,775,,,4.0
17,48,Undirected,776,,,4.0
17,49,Undirected,777,,,4.0
17,50,Undirected,778,,,4.0
17,51,Undirected,779,,,4.0
17,52,Undirected,780,,,4.0
17,53,Undirected,781,,,4.0
17,54,Undirected,782,,,4.0
17,55,Undirected,783,,,4.0
17,56,Undirected,784,,,4.0
17,57,Undirected,785,,,4.0
17,58,Undirected,786,,,4.0
17,59,Undirected,787,,,4.0
17,60,Undirected,788,,,4.0
17,61,Undirected,789,,,4.0
17,62,Undirected,790,,,4.0
17,63,Undirected,791,,,4.0
17,64,Undirected,792,,,4.0
17,65,Undirected,793,,,4.0
17,66,Undirected,794,,,4.0
17,67,Undirected,795,,,4.0
17,68,Undirected,796,,,4.0
17,69,Undirected,797,,,4.0
17,70,Undirected,798,,,4.0
18,19,Undirected,799,,,4.0
18,20,Undirected,800,,,4.0
18,21,Undirected,801,,,4.0
18,22,Undirected,802,,,4.0
18,23,Undirected,803,,,4.0
18,24,Undirected,804,,,4.0
18,25,Undirected,805,,,4.0
18,26,Undirected,806,,,4.0
18,27,Undirected,807,,,4.0
18,28,Undirected,808,,,4.0
18,29,Undirected,809,,,4.0
18,30,Undirected,810,,,4.0
18,31,Undirected,811,,,4.0
18,32,Undirected,812,,,4.0
18,33,Undirected,813,,,4.0
18,34,Undirected,814,,,4.0
18,35,Undirected,815,,,4.0
18,36,Undirected,816,,,4.0
18,37,Undirected,817,,,4.0
18,38,Undirected,818,,,4.0
18,39,Undirected,819,,,4.0
18,40,Undirected,820,,,4.0
18,41,Undirected,821,,,4.0
18,42,Undirected,822,,,4.0
18,43,Undirected,823,,,4.0
18,44,Undirected,824,,,4.0
18,45,Undirected,825,,,4.0
18,46,Undirected,826,,,4.0
18,47,Undirected,827,,,4.0
18,48,Undirected,828,,,4.0
18,49,Undirected,829,,,4.0
18,50,Undirected,830,,,4.0
18,51,Undirected,831,,,4.0
18,52,Undirected,832,,,4.0
18,53,Undirected,833,,,4.0
18,54,Undirected,834,,,4.0
18,55,Undirected,835,,,4.0
18,56,Undirected,836,,,4.0
18,57,Undirected,837,,,4.0
18,58,Undirected,838,,,4.0
18,59,Undirected,839,,,4.0
18,60,Undirected,840,,,4.0
18,61,Undirected,841,,,4.0
18,62,Undirected,842,,,4.0
18,63,Undirected,843,,,4.0
18,64,Undirected,844,,,4.0
18,65,Undirected,845,,,4.0
18,66,Undirected,846,,,4.0
18,67,Undirected,847,,,4.0
18,68,Undirected,848,,,4.0
18,69,Undirected,849,,,4.0
18,70,Undirected,850,,,4.0
19,20,Undirected,851,,,4.0
19,21,Undirected,852,,,4.0
19,22,Undirected,853,,,4.0
19,23,Undirected,854,,,4.0
19,24,Undirected,855,,,4.0
19,25,Undirected,856,,,4.0
19,26,Undirected,857,,,4.0
19,27,Undirected,858,,,4.0
19,28,Undirected,859,,,4.0
19,29,Undirected,860,,,4.0
19,30,Undirected,861,,,4.0
19,31,Undirected,862,,,4.0
19,32,Undirected,863,,,4.0
19,33,Undirected,864,,,4.0
19,34,Undirected,865,,,4.0
19,35,Undirected,866,,,4.0
19,36,Undirected,867,,,4.0
19,37,Undirected,868,,,4.0
19,38,Undirected,869,,,4.0
19,39,Undirected,870,,,4.0
19,40,Undirected,871,,,4.0
19,41,Undirected,872,,,4.0
19,42,Undirected,873,,,4.0
19,43,Undirected,874,,,4.0
19,44,Undirected,875,,,4.0
19,45,Undirected,876,,,4.0
19,46,Undirected,877,,,4.0
19,47,Undirected,878,,,4.0
19,48,Undirected,879,,,4.0
19,49,Undirected,880,,,4.0
19,50,Undirected,881,,,4.0
19,51,Undirected,882,,,4.0
19,52,Undirected,883,,,4.0
19,53,Undirected,884,,,4.0
19,54,Undirected,885,,,4.0
19,55,Undirected,886,,,4.0
19,56,Undirected,887,,,4.0
19,57,Undirected,888,,,4.0
19,58,Undirected,889,,,4.0
19,59,Undirected,890,,,4.0
19,60,Undirected,891,,,4.0
19,61,Undirected,892,,,4.0
19,62,Undirected,893,,,4.0
19,63,Undirected,894,,,4.0
19,64,Undirected,895,,,4.0
19,65,Undirected,896,,,4.0
19,66,Undirected,897,,,4.0
19,67,Undirected,898,,,4.0
19,68,Undirected,899,,,4.0
19,69,Undirected,900,,,4.0
19,70,Undirected,901,,,4.0
20,21,Undirected,902,,,4.0
20,22,Undirected,903,,,4.0
20,23,Undirected,904,,,4.0
20,24,Undirected,905,,,4.0
20,25,Undirected,906,,,4.0
20,26,Undirected,907,,,4.0
20,27,Undirected,908,,,4.0
20,28,Undirected,909,,,4.0
20,29,Undirected,910,,,4.0
20,30,Undirected,911,,,4.0
20,31,Undirected,912,,,4.0
20,32,Undirected,913,,,4.0
20,33,Undirected,914,,,4.0
20,34,Undirected,915,,,4.0
20,35,Undirected,916,,,4.0
20,36,Undirected,917,,,4.0
20,37,Undirected,918,,,4.0
20,38,Undirected,919,,,4.0
20,39,Undirected,920,,,4.0
20,40,Undirected,921,,,4.0
20,41,Undirected,922,,,4.0
20,42,Undirected,923,,,4.0
20,43,Undirected,924,,,4.0
20,44,Undirected,925,,,4.0
20,45,Undirected,926,,,4.0
20,46,Undirected,927,,,4.0
20,47,Undirected,928,,,4.0
20,48,Undirected,929,,,4.0
20,49,Undirected,930,,,4.0
20,50,Undirected,931,,,4.0
20,51,Undirected,932,,,4.0
20,52,Undirected,933,,,4.0
20,53,Undirected,934,,,4.0
20,54,Undirected,935,,,4.0
20,55,Undirected,936,,,4.0
20,56,Undirected,937,,,4.0
20,57,Undirected,938,,,4.0
20,58,Undirected,939,,,4.0
20,59,Undirected,940,,,4.0
20,60,Undirected,941,,,4.0
20,61,Undirected,942,,,4.0
20,62,Undirected,943,,,4.0
20,63,Undirected,944,,,4.0
20,64,Undirected,945,,,4.0
20,65,Undirected,946,,,4.0
20,66,Undirected,947,,,4.0
20,67,Undirected,948,,,4.0
20,68,Undirected,949,,,4.0
20,69,Undirected,950,,,4.0
20,70,Undirected,951,,,4.0
21,22,Undirected,952,,,4.0
21,23,Undirected,953,,,4.0
21,24,Undirected,954,,,4.0
21,25,Undirected,955,,,4.0
21,26,Undirected,956,,,4.0
21,27,Undirected,957,,,4.0
21,28,Undirected,958,,,4.0
21,29,Undirected,959,,,4.0
21,30,Undirected,960,,,4.0
21,31,Undirected,961,,,4.0
21,32,Undirected,962,,,4.0
21,33,Undirected,963,,,4.0
21,34,Undirected,964,,,4.0
21,35,Undirected,965,,,4.0
21,36,Undirected,966,,,4.0
21,37,Undirected,967,,,4.0
21,38,Undirected,968,,,4.0
21,39,Undirected,969,,,4.0
21,40,Undirected,970,,,4.0
21,41,Undirected,971,,,4.0
21,42,Undirected,972,,,4.0
21,43,Undirected,973,,,4.0
21,44,Undirected,974,,,4.0
21,45,Undirected,975,,,4.0
21,46,Undirected,976,,,4.0
21,47,Undirected,977,,,4.0
21,48,Undirected,978,,,4.0
21,49,Undirected,979,,,4.0
21,50,Undirected,980,,,4.0
21,51,Undirected,981,,,4.0
21,52,Undirected,982,,,4.0
21,53,Undirected,983,,,4.0
21,54,Undirected,984,,,4.0
21,55,Undirected,985,,,4.0
21,56,Undirected,986,,,4.0
21,57,Undirected,987,,,4.0
21,58,Undirected,988,,,4.0
21,59,Undirected,989,,,4.0
21,60,Undirected,990,,,4.0
21,61,Undirected,991,,,4.0
21,62,Undirected,992,,,4.0
21,63,Undirected,993,,,4.0
21,64,Undirected,994,,,4.0
21,65,Undirected,995,,,4.0
21,66,Undirected,996,,,4.0
21,67,Undirected,997,,,4.0
21,68,Undirected,998,,,4.0
21,69,Undirected,999,,,4.0
21,70,Undirected,1000,,,4.0
22,23,Undirected,1001,,,4.0
22,24,Undirected,1002,,,4.0
22,25,Undirected,1003,,,4.0
22,26,Undirected,1004,,,4.0
22,27,Undirected,1005,,,4.0
22,28,Undirected,1006,,,4.0
22,29,Undirected,1007,,,4.0
22,30,Undirected,1008,,,4.0
22,31,Undirected,1009,,,4.0
22,32,Undirected,1010,,,4.0
22,33,Undirected,1011,,,4.0
22,34,Undirected,1012,,,4.0
22,35,Undirected,1013,,,4.0
22,36,Undirected,1014,,,4.0
22,37,Undirected,1015,,,4.0
22,38,Undirected,1016,,,4.0
22,39,Undirected,1017,,,4.0
22,40,Undirected,1018,,,4.0
22,41,Undirected,1019,,,4.0
22,42,Undirected,1020,,,4.0
22,43,Undirected,1021,,,4.0
22,44,Undirected,1022,,,4.0
22,45,Undirected,1023,,,4.0
22,46,Undirected,1024,,,4.0
22,47,Undirected,1025,,,4.0
22,48,Undirected,1026,,,4.0
22,49,Undirected,1027,,,4.0
22,50,Undirected,1028,,,4.0
22,51,Undirected,1029,,,4.0
22,52,Undirected,1030,,,4.0
22,53,Undirected,1031,,,4.0
22,54,Undirected,1032,,,4.0
22,55,Undirected,1033,,,4.0
22,56,Undirected,1034,,,4.0
22,57,Undirected,1035,,,4.0
22,58,Undirected,1036,,,4.0
22,59,Undirected,1037,,,4.0
22,60,Undirected,1038,,,4.0
22,61,Undirected,1039,,,4.0
22,62,Undirected,1040,,,4.0
22,63,Undirected,1041,,,4.0
22,64,Undirected,1042,,,4.0
22,65,Undirected,1043,,,4.0
22,66,Undirected,1044,,,4.0
22,67,Undirected,1045,,,4.0
22,68,Undirected,1046,,,4.0
22,69,Undirected,1047,,,4.0
22,70,Undirected,1048,,,4.0
23,24,Undirected,1049,,,4.0
23,25,Undirected,1050,,,4.0
23,26,Undirected,1051,,,4.0
23,27,Undirected,1052,,,4.0
23,28,Undirected,1053,,,4.0
23,29,Undirected,1054,,,4.0
23,30,Undirected,1055,,,4.0
23,31,Undirected,1056,,,4.0
23,32,Undirected,1057,,,4.0
23,33,Undirected,1058,,,4.0
23,34,Undirected,1059,,,4.0
23,35,Undirected,1060,,,4.0
23,36,Undirected,1061,,,4.0
23,37,Undirected,1062,,,4.0
23,38,Undirected,1063,,,4.0
23,39,Undirected,1064,,,4.0
23,40,Undirected,1065,,,4.0
23,41,Undirected,1066,,,4.0
23,42,Undirected,1067,,,4.0
23,43,Undirected,1068,,,4.0
23,44,Undirected,1069,,,4.0
23,45,Undirected,1070,,,4.0
23,46,Undirected,1071,,,4.0
23,47,Undirected,1072,,,4.0
23,48,Undirected,1073,,,4.0
23,49,Undirected,1074,,,4.0
23,50,Undirected,1075,,,4.0
23,51,Undirected,1076,,,4.0
23,52,Undirected,1077,,,4.0
23,53,Undirected,1078,,,4.0
23,54,Undirected,1079,,,4.0
23,55,Undirected,1080,,,4.0
23,56,Undirected,1081,,,4.0
23,57,Undirected,1082,,,4.0
23,58,Undirected,1083,,,4.0
23,59,Undirected,1084,,,4.0
23,60,Undirected,1085,,,4.0
23,61,Undirected,1086,,,4.0
23,62,Undirected,1087,,,4.0
23,63,Undirected,1088,,,4.0
23,64,Undirected,1089,,,4.0
23,65,Undirected,1090,,,4.0
23,66,Undirected,1091,,,4.0
23,67,Undirected,1092,,,4.0
23,68,Undirected,1093,,,4.0
23,69,Undirected,1094,,,4.0
23,70,Undirected,1095,,,4.0
24,25,Undirected,1096,,,4.0
24,26,Undirected,1097,,,4.0
24,27,Undirected,1098,,,4.0
24,28,Undirected,1099,,,4.0
24,29,Undirected,1100,,,4.0
24,30,Undirected,1101,,,4.0
24,31,Undirected,1102,,,4.0
24,32,Undirected,1103,,,4.0
24,33,Undirected,1104,,,4.0
24,34,Undirected,1105,,,4.0
24,35,Undirected,1106,,,4.0
24,36,Undirected,1107,,,4.0
24,37,Undirected,1108,,,4.0
24,38,Undirected,1109,,,4.0
24,39,Undirected,1110,,,4.0
24,40,Undirected,1111,,,4.0
24,41,Undirected,1112,,,4.0
24,42,Undirected,1113,,,4.0
24,43,Undirected,1114,,,4.0
24,44,Undirected,1115,,,4.0
24,45,Undirected,1116,,,4.0
24,46,Undirected,1117,,,4.0
24,47,Undirected,1118,,,4.0
24,48,Undirected,1119,,,4.0
24,49,Undirected,1120,,,4.0
24,50,Undirected,1121,,,4.0
24,51,Undirected,1122,,,4.0
24,52,Undirected,1123,,,4.0
24,53,Undirected,1124,,,4.0
24,54,Undirected,1125,,,4.0
24,55,Undirected,1126,,,4.0
24,56,Undirected,1127,,,4.0
24,57,Undirected,1128,,,4.0
24,58,Undirected,1129,,,4.0
24,59,Undirected,1130,,,4.0
24,60,Undirected,1131,,,4.0
24,61,Undirected,1132,,,4.0
24,62,Undirected,1133,,,4.0
24,63,Undirected,1134,,,4.0
24,64,Undirected,1135,,,4.0
24,65,Undirected,1136,,,4.0
24,66,Undirected,1137,,,4.0
24,67,Undirected,1138,,,4.0
24,68,Undirected,1139,,,4.0
24,69,Undirected,1140,,,4.0
24,70,Undirected,1141,,,4.0
25,26,Undirected,1142,,,4.0
25,27,Undirected,1143,,,4.0
25,28,Undirected,1144,,,4.0
25,29,Undirected,1145,,,4.0
25,30,Undirected,1146,,,4.0
25,31,Undirected,1147,,,4.0
25,32,Undirected,1148,,,4.0
25,33,Undirected,1149,,,4.0
25,34,Undirected,1150,,,4.0
25,35,Undirected,1151,,,4.0
25,36,Undirected,1152,,,4.0
25,37,Undirected,1153,,,4.0
25,38,Undirected,1154,,,4.0
25,39,Undirected,1155,,,4.0
25,40,Undirected,1156,,,4.0
25,41,Undirected,1157,,,4.0
25,42,Undirected,1158,,,4.0
25,43,Undirected,1159,,,4.0
25,44,Undirected,1160,,,4.0
25,45,Undirected,1161,,,4.0
25,46,Undirected,1162,,,4.0
25,47,Undirected,1163,,,4.0
25,48,Undirected,1164,,,4.0
25,49,Undirected,1165,,,4.0
25,50,Undirected,1166,,,4.0
25,51,Undirected,1167,,,4.0
25,52,Undirected,1168,,,4.0
25,53,Undirected,1169,,,4.0
25,54,Undirected,1170,,,4.0
25,55,Undirected,1171,,,4.0
25,56,Undirected,1172,,,4.0
25,57,Undirected,1173,,,4.0
25,58,Undirected,1174,,,4.0
25,59,Undirected,1175,,,4.0
25,60,Undirected,1176,,,4.0
25,61,Undirected,1177,,,4.0
25,62,Undirected,1178,,,4.0
25,63,Undirected,1179,,,4.0
25,64,Undirected,1180,,,4.0
25,65,Undirected,1181,,,4.0
25,66,Undirected,1182,,,4.0
25,67,Undirected,1183,,,4.0
25,68,Undirected,1184,,,4.0
25,69,Undirected,1185,,,4.0
25,70,Undirected,1186,,,4.0
26,27,Undirected,1187,,,4.0
26,28,Undirected,1188,,,4.0
26,29,Undirected,1189,,,4.0
26,30,Undirected,1190,,,4.0
26,31,Undirected,1191,,,4.0
26,32,Undirected,1192,,,4.0
26,33,Undirected,1193,,,4.0
26,34,Undirected,1194,,,4.0
26,35,Undirected,1195,,,4.0
26,36,Undirected,1196,,,4.0
26,37,Undirected,1197,,,4.0
26,38,Undirected,1198,,,4.0
26,39,Undirected,1199,,,4.0
26,40,Undirected,1200,,,4.0
26,41,Undirected,1201,,,4.0
26,42,Undirected,1202,,,4.0
26,43,Undirected,1203,,,4.0
26,44,Undirected,1204,,,4.0
26,45,Undirected,1205,,,4.0
26,46,Undirected,1206,,,4.0
26,47,Undirected,1207,,,4.0
26,48,Undirected,1208,,,4.0
26,49,Undirected,1209,,,4.0
26,50,Undirected,1210,,,4.0
26,51,Undirected,1211,,,4.0
26,52,Undirected,1212,,,4.0
26,53,Undirected,1213,,,4.0
26,54,Undirected,1214,,,4.0
26,55,Undirected,1215,,,4.0
26,56,Undirected,1216,,,4.0
26,57,Undirected,1217,,,4.0
26,58,Undirected,1218,,,4.0
26,59,Undirected,1219,,,4.0
26,60,Undirected,1220,,,4.0
26,61,Undirected,1221,,,4.0
26,62,Undirected,1222,,,4.0
26,63,Undirected,1223,,,4.0
26,64,Undirected,1224,,,4.0
26,65,Undirected,1225,,,4.0
26,66,Undirected,1226,,,4.0
26,67,Undirected,1227,,,4.0
26,68,Undirected,1228,,,4.0
26,69,Undirected,1229,,,4.0
26,70,Undirected,1230,,,4.0
27,28,Undirected,1231,,,4.0
27,29,Undirected,1232,,,4.0
27,30,Undirected,1233,,,4.0
27,31,Undirected,1234,,,4.0
27,32,Undirected,1235,,,4.0
27,33,Undirected,1236,,,4.0
27,34,Undirected,1237,,,4.0
27,35,Undirected,1238,,,4.0
27,36,Undirected,1239,,,4.0
27,37,Undirected,1240,,,4.0
27,38,Undirected,1241,,,4.0
27,39,Undirected,1242,,,4.0
27,40,Undirected,1243,,,4.0
27,41,Undirected,1244,,,4.0
27,42,Undirected,1245,,,4.0
27,43,Undirected,1246,,,4.0
27,44,Undirected,1247,,,4.0
27,45,Undirected,1248,,,4.0
27,46,Undirected,1249,,,4.0
27,47,Undirected,1250,,,4.0
27,48,Undirected,1251,,,4.0
27,49,Undirected,1252,,,4.0
27,50,Undirected,1253,,,4.0
27,51,Undirected,1254,,,4.0
27,52,Undirected,1255,,,4.0
27,53,Undirected,1256,,,4.0
27,54,Undirected,1257,,,4.0
27,55,Undirected,1258,,,4.0
27,56,Undirected,1259,,,4.0
27,57,Undirected,1260,,,4.0
27,58,Undirected,1261,,,4.0
27,59,Undirected,1262,,,4.0
27,60,Undirected,1263,,,4.0
27,61,Undirected,1264,,,4.0
27,62,Undirected,1265,,,4.0
27,63,Undirected,1266,,,4.0
27,64,Undirected,1267,,,4.0
27,65,Undirected,1268,,,4.0
27,66,Undirected,1269,,,4.0
27,67,Undirected,1270,,,4.0
27,68,Undirected,1271,,,4.0
27,69,Undirected,1272,,,4.0
27,70,Undirected,1273,,,4.0
28,29,Undirected,1274,,,4.0
28,30,Undirected,1275,,,4.0
28,31,Undirected,1276,,,4.0
28,32,Undirected,1277,,,4.0
28,33,Undirected,1278,,,4.0
28,34,Undirected,1279,,,4.0
28,35,Undirected,1280,,,4.0
28,36,Undirected,1281,,,4.0
28,37,Undirected,1282,,,4.0
28,38,Undirected,1283,,,4.0
28,39,Undirected,1284,,,4.0
28,40,Undirected,1285,,,4.0
28,41,Undirected,1286,,,4.0
28,42,Undirected,1287,,,4.0
28,43,Undirected,1288,,,4.0
28,44,Undirected,1289,,,4.0
28,45,Undirected,1290,,,4.0
28,46,Undirected,1291,,,4.0
28,47,Undirected,1292,,,4.0
28,48,Undirected,1293,,,4.0
28,49,Undirected,1294,,,4.0
28,50,Undirected,1295,,,4.0
28,51,Undirected,1296,,,4.0
28,52,Undirected,1297,,,4.0
28,53,Undirected,1298,,,4.0
28,54,Undirected,1299,,,4.0
28,55,Undirected,1300,,,4.0
28,56,Undirected,1301,,,4.0
28,57,Undirected,1302,,,4.0
28,58,Undirected,1303,,,4.0
28,59,Undirected,1304,,,4.0
28,60,Undirected,1305,,,4.0
28,61,Undirected,1306,,,4.0
28,62,Undirected,1307,,,4.0
28,63,Undirected,1308,,,4.0
28,64,Undirected,1309,,,4.0
28,65,Undirected,1310,,,4.0
28,66,Undirected,1311,,,4.0
28,67,Undirected,1312,,,4.0
28,68,Undirected,1313,,,4.0
28,69,Undirected,1314,,,4.0
28,70,Undirected,1315,,,4.0
29,30,Undirected,1316,,,4.0
29,31,Undirected,1317,,,4.0
29,32,Undirected,1318,,,4.0
29,33,Undirected,1319,,,4.0
29,34,Undirected,1320,,,4.0
29,35,Undirected,1321,,,4.0
29,36,Undirected,1322,,,4.0
29,37,Undirected,1323,,,4.0
29,38,Undirected,1324,,,4.0
29,39,Undirected,1325,,,4.0
29,40,Undirected,1326,,,4.0
29,41,Undirected,1327,,,4.0
29,42,Undirected,1328,,,4.0
29,43,Undirected,1329,,,4.0
29,44,Undirected,1330,,,4.0
29,45,Undirected,1331,,,4.0
29,46,Undirected,1332,,,4.0
29,47,Undirected,1333,,,4.0
29,48,Undirected,1334,,,4.0
29,49,Undirected,1335,,,4.0
29,50,Undirected,1336,,,4.0
29,51,Undirected,1337,,,4.0
29,52,Undirected,1338,,,4.0
29,53,Undirected,1339,,,4.0
29,54,Undirected,1340,,,4.0
29,55,Undirected,1341,,,4.0
29,56,Undirected,1342,,,4.0
29,57,Undirected,1343,,,4.0
29,58,Undirected,1344,,,4.0
29,59,Undirected,1345,,,4.0
29,60,Undirected,1346,,,4.0
29,61,Undirected,1347,,,4.0
29,62,Undirected,1348,,,4.0
29,63,Undirected,1349,,,4.0
29,64,Undirected,1350,,,4.0
29,65,Undirected,1351,,,4.0
29,66,Undirected,1352,,,4.0
29,67,Undirected,1353,,,4.0
29,68,Undirected,1354,,,4.0
29,69,Undirected,1355,,,4.0
29,70,Undirected,1356,,,4.0
30,31,Undirected,1357,,,4.0
30,32,Undirected,1358,,,4.0
30,33,Undirected,1359,,,4.0
30,34,Undirected,1360,,,4.0
30,35,Undirected,1361,,,4.0
30,36,Undirected,1362,,,4.0
30,37,Undirected,1363,,,4.0
30,38,Undirected,1364,,,4.0
30,39,Undirected,1365,,,4.0
30,40,Undirected,1366,,,4.0
30,41,Undirected,1367,,,4.0
30,42,Undirected,1368,,,4.0
30,43,Undirected,1369,,,4.0
30,44,Undirected,1370,,,4.0
30,45,Undirected,1371,,,4.0
30,46,Undirected,1372,,,4.0
30,47,Undirected,1373,,,4.0
30,48,Undirected,1374,,,4.0
30,49,Undirected,1375,,,4.0
30,50,Undirected,1376,,,4.0
30,51,Undirected,1377,,,4.0
30,52,Undirected,1378,,,4.0
30,53,Undirected,1379,,,4.0
30,54,Undirected,1380,,,4.0
30,55,Undirected,1381,,,4.0
30,56,Undirected,1382,,,4.0
30,57,Undirected,1383,,,4.0
30,58,Undirected,1384,,,4.0
30,59,Undirected,1385,,,4.0
30,60,Undirected,1386,,,4.0
30,61,Undirected,1387,,,4.0
30,62,Undirected,1388,,,4.0
30,63,Undirected,1389,,,4.0
30,64,Undirected,1390,,,4.0
30,65,Undirected,1391,,,4.0
30,66,Undirected,1392,,,4.0
30,67,Undirected,1393,,,4.0
30,68,Undirected,1394,,,4.0
30,69,Undirected,1395,,,4.0
30,70,Undirected,1396,,,4.0
31,32,Undirected,1397,,,4.0
31,33,Undirected,1398,,,4.0
31,34,Undirected,1399,,,4.0
31,35,Undirected,1400,,,4.0
31,36,Undirected,1401,,,4.0
31,37,Undirected,1402,,,4.0
31,38,Undirected,1403,,,4.0
31,39,Undirected,1404,,,4.0
31,40,Undirected,1405,,,4.0
31,41,Undirected,1406,,,4.0
31,42,Undirected,1407,,,4.0
31,43,Undirected,1408,,,4.0
31,44,Undirected,1409,,,4.0
31,45,Undirected,1410,,,4.0
31,46,Undirected,1411,,,4.0
31,47,Undirected,1412,,,4.0
31,48,Undirected,1413,,,4.0
31,49,Undirected,1414,,,4.0
31,50,Undirected,1415,,,4.0
31,51,Undirected,1416,,,4.0
31,52,Undirected,1417,,,4.0
31,53,Undirected,1418,,,4.0
31,54,Undirected,1419,,,4.0
31,55,Undirected,1420,,,4.0
31,56,Undirected,1421,,,4.0
31,57,Undirected,1422,,,4.0
31,58,Undirected,1423,,,4.0
31,59,Undirected,1424,,,4.0
31,60,Undirected,1425,,,4.0
31,61,Undirected,1426,,,4.0
31,62,Undirected,1427,,,4.0
31,63,Undirected,1428,,,4.0
31,64,Undirected,1429,,,4.0
31,65,Undirected,1430,,,4.0
31,66,Undirected,1431,,,4.0
31,67,Undirected,1432,,,4.0
31,68,Undirected,1433,,,4.0
31,69,Undirected,1434,,,4.0
31,70,Undirected,1435,,,4.0
32,33,Undirected,1436,,,4.0
32,34,Undirected,1437,,,4.0
32,35,Undirected,1438,,,4.0
32,36,Undirected,1439,,,4.0
32,37,Undirected,1440,,,4.0
32,38,Undirected,1441,,,4.0
32,39,Undirected,1442,,,4.0
32,40,Undirected,1443,,,4.0
32,41,Undirected,1444,,,4.0
32,42,Undirected,1445,,,4.0
32,43,Undirected,1446,,,4.0
32,44,Undirected,1447,,,4.0
32,45,Undirected,1448,,,4.0
32,46,Undirected,1449,,,4.0
32,47,Undirected,1450,,,4.0
32,48,Undirected,1451,,,4.0
32,49,Undirected,1452,,,4.0
32,50,Undirected,1453,,,4.0
32,51,Undirected,1454,,,4.0
32,52,Undirected,1455,,,4.0
32,53,Undirected,1456,,,4.0
32,54,Undirected,1457,,,4.0
32,55,Undirected,1458,,,4.0
32,56,Undirected,1459,,,4.0
32,57,Undirected,1460,,,4.0
32,58,Undirected,1461,,,4.0
32,59,Undirected,1462,,,4.0
32,60,Undirected,1463,,,4.0
32,61,Undirected,1464,,,4.0
32,62,Undirected,1465,,,4.0
32,63,Undirected,1466,,,4.0
32,64,Undirected,1467,,,4.0
32,65,Undirected,1468,,,4.0
32,66,Undirected,1469,,,4.0
32,67,Undirected,1470,,,4.0
32,68,Undirected,1471,,,4.0
32,69,Undirected,1472,,,4.0
32,70,Undirected,1473,,,4.0
33,34,Undirected,1474,,,4.0
33,35,Undirected,1475,,,4.0
33,36,Undirected,1476,,,4.0
33,37,Undirected,1477,,,4.0
33,38,Undirected,1478,,,4.0
33,39,Undirected,1479,,,4.0
33,40,Undirected,1480,,,4.0
33,41,Undirected,1481,,,4.0
33,42,Undirected,1482,,,4.0
33,43,Undirected,1483,,,4.0
33,44,Undirected,1484,,,4.0
